,Store Number,Store Location
852012,4778,"825 Fundt Dr
Storm Lake 50588
(42.646503, -95.19052)"
887485,5428,"888 Vernon Valley Drive SE
Cedar Rapids 52403
(41.977261, -91.553387)"
888081,5418,"5555 Edgewood Rd NE
Cedar Rapids 52411
(42.034054, -91.701379)"
888380,5406,"2798 Commerce Dr.
Coralville 52241
(41.695839, -91.610474)"
892605,5417,"9001 6th Street SW
Cedar Rapids 52404
(41.88924, -91.675979)"
902058,5412,"1207 State Street
Tama 52339
(41.970558, -92.576837)"
909167,5397,"617 42nd Ave
Amana 52203
(41.801173, -91.874686)"
909586,5407,"602 S Highland
Williamsburg 52361
(41.660159, -92.007463)"
911634,5408,"1402 S 12th Ave
Marshalltown 50158
(42.031757, -92.893431)"
955601,5395,"1905 SE 37th Street
Grimes 50111
(41.658535, -93.773947)"
963905,9031,"1833 Elmwood Rd
Earling 51530
(41.770879, -95.479709)"
974637,5434,"101 E Mt. Pleasant Street
West Burlington 52655
(40.826019, -91.156304)"
979974,5432,"114 Brick Street
Bondurant 50035
(41.689138, -93.463138)"
990439,5437,"228 N Main St.
Monticello 52310
(42.240193, -91.183396)"
996571,9931,"1833 Elmwood Rd.
Earling 51530
(41.770879, -95.479709)"
1001304,5436,"90 W. Kimberly Rd Ste 55-56
Davenport 52806
"
1050009,9932,"Dubuque 52002
(42.516027, -90.766335)"
1050010,9022,"318, E 2nd St.
Davenport 52801
(41.521305, -90.570318)"
1050013,9922,"318 E 2nd St.
Davenport 52801
(41.521305, -90.570318)"
1066952,5439,"201 E. Washington St.
Mount Pleasant 52641
(40.965272, -91.551598)"
1071020,5440,"502 West Erie St.
Missouri Valley 51555
(41.556396, -95.900592)"
1117913,5435,"10 3rd St. NW, Ste B
Hartley 51346
(43.184821, -95.477367)"
1118455,5446,"1004 Main St.
Rock Valley 51247
(43.200164, -96.294824)"
1120506,5443,"2839 East University Ave.
Des Moines 50317
(41.600476, -93.561517)"
1123472,5445,"1410 Willow Creek Dr.
Iowa City 52246
(41.64148, -91.560844)"
1127472,5441,"300 East Main
Cherokee 51012
(42.749597, -95.547298)"
1191149,5444,"11 N 3rd Ave
Marshalltown 50158
(42.050021, -92.908013)"
1289436,5449,"200 1st Ave NE Ste 124
Cedar Rapids 52401
(41.978938, -91.668373)"
1341014,5453,"900 Main St.
Griswold 51535
(41.234674, -95.136866)"
1408933,5433,"2109 S Shore Dr
ClearLake 50428
(43.117672, -93.388241)"
1420968,2674,"720 East Main
Lamoni 50140
(40.623647, -93.924475)"
1424553,5448,"1820 Avenue H
Fort Madison 52627
(40.630216, -91.33056)"
1428844,5458,"213 Main St.
Doon 51235
(43.279316, -96.234214)"
1459154,5447,"101 Comerical Street
Raymond 50667
"
1462005,5456,"801 E Charles St
Oelwein 50662
(42.678786, -91.902413)"
1462081,5455,"701 S Frederick Ave
Oelwein 50662
(42.669128, -91.913481)"
1493695,5465,"4506 Lincoln Way
Ames 50010
"
1502950,5462,"502 E Ave NW
Cedar Rapids 52405
(41.977958, -91.680323)"
1510191,5466,"2424 SW 9th St #1
Des Moines 50315
(41.56373, -93.624729)"
1512977,5454,"523 Central Ave E
Clarion 50525
(42.731742, -93.72661)"
1522726,5464,"1101 Main Street
Manson 50563
(42.530636, -94.534319)"
1527729,5450,"2007 N 15th Street
Fort Dodge 50501
(42.526955, -94.177992)"
1572348,5461,"319 Court Street
Rockwell City 50579
(42.394636, -94.632453)"
1576838,5457,"405 Broad St
Whittemore 50598
(43.063499, -94.422564)"
1597031,5379,"102 North Main Street
Kanawha 50447
(42.934461, -93.793182)"
1604326,5470,"1510 A Isett Ave
Muscatine 52761
(41.440327, -91.042755)"
1606020,5451,"1401 Park St
Sheldon 51201
(43.186026, -95.841827)"
1638267,5463,"116 W Water St Ste D
Decorah 52101
(43.304224, -91.786674)"
1641692,5471,"1030 8th St
Boone 50036
(42.063831, -93.876918)"
1654301,5460,"2411 2nd St Ste 4
Coralville 52241
(41.683616, -91.599522)"
1658942,5474,"919 W 5th St
Waterloo 50702
(42.488619, -92.346266)"
1684645,5473,"2500 7th Ave
Marion 52302
(42.033248, -91.583969)"
1691340,5480,"704 8th St SE
Orange City 51041
(42.997508, -96.049493)"
1725974,5459,"204 6th St
Corning 50841
"
1726803,5452,"401 College Dr.
Decorah 52101
(43.308961, -91.79783)"
1727166,5477,"103 1st St
Marquette 52158
(43.148082, -91.766633)"
1734188,5482,"234 W 3rd St
Davenport 52801
(41.522413, -90.576054)"
1778142,5472,"1119 River Forest Rd
Evansdale 50707
(42.462807, -92.297765)"
1790797,5481,"1545 1st Ave SE
Cedar Rapids 52402
(41.989051, -91.6506)"
1793249,5487,"1761 Independence Ave
Waterloo 50707
(42.498404, -92.302514)"
1796852,5476,"209 E LeClaire Rd
Eldridge 52748
(41.654676, -90.58154)"
1807891,5475,"2125 College St #D
Cedar Falls 50613
(42.518006, -92.455801)"
1815681,5491,"526 Main St
Ackley 50601
(42.554159, -93.055216)"
1824409,5478,"1911 Des Moines Ave
Burlington 52601
(40.828252, -91.108065)"
1852557,5490,"202 4th St North
Rockwell 50469
(42.986351, -93.188172)"
1858274,5493,"200 E Oak St
Red Oak 51566
(41.016691, -95.230032)"
1860970,5485,"306 Washington
Story City 50248
(42.185827, -93.599757)"
1869852,5489,"201 N Locust
Winfield 52659
(41.129927, -91.43791)"
1880621,5492,"319 Court St
Rockwell City 50579
(42.394636, -94.632453)"
31,4308,"517 2ND ST STE 2
CORALVILLE 52241
(41.671398, -91.573591)"
41,5166,"1116 E NEVADA ST
MARSHALLTOWN 50158
(42.044345, -92.893113)"
43,4297,"2933 1ST AVE SE
CEDAR RAPIDS 52402
(42.006539, -91.634855)"
57,2290,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647492, -95.202605)"
106,5165,"107, N MILL ST
LAKE MILLS 50450
(43.419668, -93.535032)"
206,4576,"228 N HWY 71
ARNOLDS PARK 51331
(43.370811, -95.126015)"
222,3908,"11802 AVENUE H
FORT MADISON 52627
"
238,3950,"120 E MAIN ST
STATE CENTER 50247
(42.016841, -93.162378)"
241,3986,"1203 5 ST
SIOUX CITY 51101
(42.495322, -96.394855)"
259,4974,"727, SE 14TH ST
DES MOINES 50317
(41.581689, -93.596783)"
260,4481,"425 GILBERT ST
IOWA CITY 52240
(41.656297, -91.530221)"
263,5123,"15500 W HICKMAN RD
CLIVE 50325
(41.614714, -93.832155)"
264,4874,"201, E WASHINGTON ST
MOUNT PLEASANT 52641
(40.965272, -91.551598)"
272,4016,"119 N MAIN ST PO BOX 296
CONRAD 50621
(42.225148, -92.874589)"
288,4827,"108 E COLLEGE ST
IOWA CITY 52240
(41.658979, -91.533522)"
382,4222,"3594 LAFAYETTE ST
EVANSDALE 50707
"
390,3162,"807 GRANDVIEW
MUSCATINE 52761
(41.408684, -91.063814)"
406,4360,"405 1ST AVE E
NEWTON 50208
(41.699578, -93.049443)"
475,4173,"132 NORTH MAIN ST PO BOX 306
PAULLINA 51046
(42.981363, -95.687687)"
478,4358,"300 CENTRAL AVE W
CLARION 50525
(42.731643, -93.735974)"
485,3766,"419 W MILWAUKEE
NEW HAMPTON 50659
(43.066629, -92.319884)"
565,4670,"600, 7TH AVE SW
TRIPOLI 50676
(42.802375, -92.264289)"
570,4376,"1920 S FEDERAL AVE
MASON CITY 50401
(43.133204, -93.201072)"
607,4471,"117 E SAN MARNAN DR
WATERLOO 50702
(42.457849, -92.355825)"
631,2353,"708 2ND AVE SE
CRESCO 52136
(43.371131, -92.106504)"
697,3573,"405 S MADISON
OTTUMWA 52501
(40.999098, -92.410459)"
746,3747,"110 SOUTH MAIN
SIGOURNEY 52591
(41.333611, -92.20511)"
747,4283,"680 LINDALE DR
MARION 52302
(42.033646, -91.621475)"
780,4177,"806 W MAIN ST
LE GRAND 50142
(42.006665, -92.784654)"
901,5160,"2508 N COURT ST
OTTUMWA 52501
(41.05186, -92.409171)"
907,3894,"1404 1ST AVE NE
CEDAR RAPIDS 52402
(41.987286, -91.653699)"
913,3785,"2424 SW 9TH ST
DES MOINES 50315
(41.56373, -93.624729)"
922,2152,"202 4TH NORTH
ROCKWELL 50469
(42.987393, -93.188018)"
929,3968,"105 W SHERMAN PO BX 1023
MONROE 50170
"
962,4764,"1923 5TH AVE S
FORT DODGE 50501
(42.501162, -94.171822)"
1008,4862,"101 MAIN ST
KINGSLEY 51028
(42.587074, -95.967322)"
1070,4615,"1303 NORTH FEDERAL AVE
MASON CITY 50401
(43.163663, -93.201061)"
1380,4214,"1309 LAFAYETTE ST
WATERLOO 50703
(42.494092, -92.3272)"
1400,4612,"214, MYRTLE ST
DAVENPORT 52802
(41.521586, -90.589149)"
1416,5018,"1610 ROCKINGHAM RD
DAVENPORT 52802
(41.520231, -90.599328)"
1468,3947,"122 A EAST FRONT ST
BROOKLYN 52211
(41.728586, -92.44515)"
1593,4839,"87 8th ST N
Northwood 50459
(43.444481, -93.220898)"
1763,5037,"111 E HARRISON ST
JEFFERSON 50129
(42.014306, -94.374603)"
1787,5130,"332, E 2ND ST
DAVENPORT 52801
(41.521304, -90.569973)"
2313,5132,"1516, SE 1ST ST
DES MOINES 50315
(41.57593, -93.613468)"
2349,4164,"1810 STATE ST
BETTENDORF 52722
(41.525308, -90.506775)"
2443,5074,"3338 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.012652, -91.664128)"
2458,4307,"117 IOWA AVE
DUNLAP 712-2
(41.854728, -95.602969)"
2949,4426,"114 CENTRAL ST N Suite 1
MARSHALLTOWN 50158
"
4172,4018,"310 SECOND ST PO BOX 249
GLADBROOK 50635
(42.187653, -92.716422)"
4268,4883,"118, S MAIN ST
SIGOURNEY 52591
(41.332944, -92.205098)"
4611,3400,"2839 E. UNIVERSITY
DES MOINES 50317
(41.600475, -93.561744)"
4880,4008,"116 E MAIN ST
ANTHON 51004
(42.388268, -95.867335)"
4996,4090,"135 MADISON ST
WINTHROP 50682
(42.473031, -91.732297)"
5081,3972,"210 MAPLE ST BOX 295
HUBBARD 50122
(42.305567, -93.301721)"
5170,4295,"3804 HUBBELL
DES MOINES 50317
(41.630651, -93.541733)"
5175,2498,"910 MAIN ST
ARLINGTON 50606
(42.751073, -91.674802)"
5244,5103,"4804, HWY 61 SOUTH
MUSCATINE 52761
"
5589,4357,"527 PARK AVE
STORY CITY 50248
(42.186722, -93.597789)"
5631,4662,"1532, ELLIS BLVD NW
CEDAR RAPIDS 52405
(41.988646, -91.682151)"
5770,3779,"2324 N 15TH ST
FORT DODGE 50501
(42.529612, -94.177993)"
5910,4987,"419 LINCOLN WAY
AMES 50010
(42.022916, -93.616517)"
6037,4667,"101 E IA HIGHWAY 92
BEVINGTON 50033
(41.360431, -93.790419)"
6081,4561,"3539 LAFAYETTE RD
EVANSDALE 50707
(42.477712, -92.289505)"
6332,4686,"630 N 3rd ST
CLINTON 52732
(41.850694, -90.189909)"
6716,4813,"2293, HWY 30
GRAND MOUND 52751
(41.828024, -90.646328)"
7418,4926,"4923 MERLE HAY RD
DES MOINES 50322
(41.649339, -93.697356)"
7684,5137,"4685, NW 2ND ST
DES MOINES 50313
(41.645864, -93.619903)"
8105,4979,"1500 1st AVE NE
CEDAR RAPIDS 52402
(41.98823, -91.65208)"
8971,4620,"304 4th ST
FONTANELLE 50846
(41.289877, -94.562737)"
9178,4451,"1803 SUPERIOR ST
WEBSTER CITY 50595
(42.459531, -93.815845)"
9210,4367,"1224 N FEDERAL AVE
MASON CITY 50401
(43.163367, -93.201061)"
9233,4768,"8228 DOUGLAS AVE
URBANDALE 50322
(41.629152, -93.731344)"
9442,4430,"1601 FIFTH AVENUE S
FORT DODGE 50501
(42.501112, -94.175805)"
9686,4420,"534 CHURCH ST
OTTUMWA 52501
(41.009434, -92.418554)"
9770,4925,"8600 MEREDITH DR
URBANDALE 50266
(41.643798, -93.736535)"
9899,4431,"115 N 22ND ST
FORT DODGE 50501
(42.507886, -94.168007)"
10036,5022,"196 S 50TH ST
WEST DES MOINES 50265
(41.570542, -93.770921)"
11165,4704,"1531 2nd AVE
COUNCIL BLUFFS 51501
(41.259698, -95.867208)"
12464,4445,"1102 2ND ST
WEBSTER CITY 50595
(42.469524, -93.831462)"
12912,5152,"4335, TEXAS ST
WATERLOO 50702
(42.453056, -92.306999)"
13421,4398,"112 RIVER AVE S
BELMOND 50421
(42.84533, -93.616822)"
13453,4372,"1303 4TH ST SW
MASON CITY 50401
(43.148339, -93.221539)"
13489,4957,"129 CENTER ST
WALL LAKE 51466
(42.271309, -95.090639)"
13557,4470,"1976 FRANKLIN ST
WATERLOO 50703
(42.495308, -92.314941)"
13677,4742,"1817, W BROADWAY
COUNCIL BLUFFS 51501
(41.261863, -95.870993)"
14545,5192,"990, ROBINS SQUARE DR
ROBINS 52328
(42.068203, -91.654042)"
15623,4112,"618 MEADE DR
NORTH LIBERTY 52317
(41.752451, -91.608725)"
21131,5095,"1001 LOCUST ST
CARTER LAKE 51510
(41.284951, -95.915947)"
26471,5047,"180, COLLINS RD NE
CEDAR RAPIDS 52402
(42.028274, -91.628026)"
31823,3655,"2763 FLOYD BLVD
SIOUX CITY 51104
(42.518797, -96.380851)"
33970,5066,"14628, MILE HILL LANE
DUBUQUE 52003
"
36079,5189,"5901, MILLS CIVIC PKWY
WEST DES MOINES 50266
(41.55915, -93.791014)"
159264,4961,"1200 CEDAR CROSS RD
DUBUQUE 52003
(42.475443, -90.70501)"
349396,5220,"2771, 4th ST SW
MASON CITY 50401
(43.148281, -93.241626)"
409406,5178,"320, N CALHOUN ST
WEST LIBERTY 52776
(41.570709, -91.263404)"
808277,4903,"12633 Resort Dr
Moravia 52571
"
1859715,9929,"3576, Dolphin Dr
Iowa City 52240
(41.672474, -91.452639)"
1925501,9018,"245, Railroad Ave
Dubuque 52001
(42.487323, -90.661945)"
2183787,9930,"213 S 3rd St. PO Box 106
Raymond 50667
(42.466651, -92.219773)"
1,2205,"900 E WASHINGTON
CLARINDA 51632
(40.739238, -95.02756)"
20,5093,"1220 N CODY RD
LE CLAIRE 52753
(41.610504, -90.344168)"
69,4881,"516 HWY 141
COON RAPIDS 50058
"
137,4860,"812 6TH ST SW
CEDAR RAPIDS 52404
(41.968294, -91.677076)"
232,2954,"3425 INGERSOLL
DES MOINES 50300
(41.58631, -93.662807)"
238,5036,"4107 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.02088, -91.665196)"
271,2959,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)"
328,4288,"2000 WILEY BLVD SW STE 106
CEDAR RAPIDS 52404
(41.959613, -91.725777)"
333,4625,"1602 AVENUE G
COUNCIL BLUFFS 51501
(41.267987, -95.867877)"
340,2487,"402 EAST MAIN
ANAMOSA 52205
(42.108289, -91.281881)"
349,3437,"1120 SUNSET DRIVE
NORWALK 50211
(41.479869, -93.67811)"
391,3692,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)"
396,3631,"104 MARKET ST PO BOX 206
AUDUBON 50025
(41.723198, -94.936352)"
405,4572,"1400, G AVE
GRUNDY CENTER 50638
(42.36157, -92.782335)"
520,4812,"1908 CLARK ST
CHARLES CITY 50616
(43.059133, -92.66188)"
531,4681,"100 E ELM ST
WEST UNION 52175
(42.961269, -91.807891)"
781,2367,"101 SOUTH BURNETT
SHENANDOAH 51601
(40.765934, -95.381935)"
945,3529,"114 S SECOND
CHEROKEE 51012
(42.749161, -95.551309)"
980,3970,"835 6 ST, STE 1
NEVADA 50201
(42.018948, -93.452277)"
1271,4729,"501 HIGHWAY 39 NORTH
DENISON 51442
(42.021746, -95.370395)"
1340,3761,"200 N WALNUT ST
LENOX 50851
(40.882645, -94.560455)"
1457,5053,"610, EASTBURY DR
IOWA CITY 52245
(41.668724, -91.481158)"
1800,2955,"1819 BEAVER
DES MOINES 50310
(41.610923, -93.672994)"
1966,4276,"107 N MILL ST
LAKE MILLS 50450
(43.419668, -93.535032)"
2041,2958,"3400 E 33 ST
DES MOINES 50317
(41.626162, -93.551522)"
2260,5008,"1307 S BROADWAY ST
EMMETSBURG 50536
(43.107687, -94.678814)"
2393,2956,"4121 FLEUR DRIVE
DES MOINES 50300
(41.546771, -93.644921)"
2402,2962,"5440 NW 86TH ST
JOHNSTON 50131
(41.659093, -93.736517)"
2718,4672,"402 S HWY 52
GUTTENBERG 52052
(42.782424, -91.100471)"
2892,4349,"1101 ARMY POST RD
DES MOINES 50315
(41.526509, -93.628356)"
2975,4386,"613 N. 3RD AVE N
MARSHALLTOWN 50158
(42.056601, -92.9081)"
3039,2953,"1320 E. EUCLID
DES MOINES 50316
(41.627783, -93.602222)"
3074,5085,"230 WATERLOO RD
HUDSON 50643
(42.408201, -92.452292)"
3226,2963,"15500 HICKMAN
CLIVE 50325
(41.614714, -93.832155)"
3585,4834,"2603 SECOND AVE
MUSCATINE 52761
(41.451884, -91.034915)"
3642,5168,"4107, CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.02088, -91.665196)"
4024,5139,"200, BROADWAY ST
WATERLOO 50703
(42.507702, -92.344737)"
4241,2599,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)"
4614,5038,"437 SULLIVAN AVE
WATERLOO 50701
(42.487326, -92.355915)"
4648,4071,"103 BLAIR ST
KELLOG 50136
(41.714397, -92.902995)"
4797,4030,"201 MARKET ST
LAKE PARK 51347
(43.454831, -95.321331)"
5020,2951,"8700 HICKMAN
CLIVE 50322
(41.614862, -93.738113)"
5415,5026,"119 N MAIN ST
NORTH ENGLISH 52316
(41.515209, -92.076452)"
5818,3925,"585 HWY 965 S STE E
NORTH LIBERTY 52317
(41.738152, -91.60761)"
7110,4432,"822 1ST AVE
CORALVILLE 52241
(41.681288, -91.565776)"
7466,4691,"701 RAILROAD ST
IOWA FALLS 50126
(42.51871, -93.265716)"
7561,4683,"1459 ANSBOROUGH AVE
WATERLOO 50701
(42.493091, -92.376863)"
7792,4322,"103 N MAIN ST
BAXTER 50028
(33.52629, -91.436068)"
8078,4085,"1975 FRANKLIN ST
WATERLOO 50703
(42.495394, -92.315218)"
8160,4567,"4685 NW 2nd AVE
DES MOINES 50313
(41.645488, -93.619903)"
8212,4920,"5225 NW 86TH ST
JOHNSTON 50131
(41.655804, -93.736395)"
8651,4776,"420 WEST HWY 30
CARROLL 51401
"
10838,4990,"524 MAIN ST
GRISWOLD 51535
(41.234743, -95.14161)"
10947,4188,"882 MAIN ST
HOLY CROSS 52053
(42.600941, -90.995943)"
11055,4012,"1401 BUCHANAN ST
DES MOINES 50316
(41.598779, -93.599363)"
11149,2961,"5003 E P TRUE PARKWAY
WEST DES MOINES 50265
(41.571985, -93.772757)"
11524,3440,"501 LOCUST ST
DES MOINES 50309
(41.586987, -93.624123)"
12533,5030,"315 FLETCHER AVE
WATERLOO 50701
(42.489119, -92.367142)"
12615,4889,"1516 SE 1st ST
DES MOINES 50315
(41.57593, -93.613468)"
13123,3451,"622 10TH ST
DEWITT 52742
(41.825153, -90.539393)"
15257,4335,"313 S MAIN ST
INWOOD 51240
(43.307194, -96.431938)"
15790,4586,"730 HIGH ST
ROCKWELL CITY 50579
(42.39872, -94.638843)"
16732,4583,"208 MAIN ST
MANSON 50563
(42.517855, -94.534532)"
18014,5033,"4335 TEXAS ST
WATERLOO 50702
(42.453056, -92.306999)"
21172,3864,"201 S MAIN ST PO BX 40
SCHALLER 51053
(42.499481, -95.29346)"
21278,4939,"6401 DOUGLAS AVE STE 1
URBANDALE 50322
(41.629411, -93.705732)"
24269,4425,"1749 W BROADWAY ST
COUNCIL BLUFFS 51501
(41.261856, -95.869858)"
25969,4870,"1032 STATE ST
BETTENDORF 52722
(41.525027, -90.518583)"
27962,4270,"2508 N COURT ST
OTTUMWA 52501
(41.05186, -92.409171)"
30164,4488,"20 MILLER AVE SW
CEDAR RAPIDS 52404
(41.924505, -91.657358)"
36446,4121,"13410 STATE HWY 78
WAPELLO 52653
"
47886,3969,"205 NE 6TH ST
GREENFIELD 50849
(41.306142, -94.45329)"
50175,4954,"3750, 111TH ST
URBANDALE 50322
(41.628615, -93.771388)"
54162,5084,"3221, 1ST AVE SE
CEDAR RAPIDS 52402
(42.010311, -91.634956)"
54233,5136,"6401 DOUGLAS AVE
DES MOINES 50322
(41.629411, -93.705732)"
65726,5032,"1621 UNIVERSITY AVE
DES MOINES 50314
(41.600477, -93.63996)"
65871,4486,"1001 SANBORN AVE
OKOBOJI 51355
(43.382148, -95.129128)"
75527,4059,"1206 7TH AVE
BELLE PLAINE 52208
(41.896632, -92.278167)"
57,4117,"612 S HIGHWAY 71 UNIT 4
ARNOLDS PARK 51331
(43.360706, -95.141004)"
188,2964,"1802 N ANKENY BLVD
ANKENY 50023
(41.747345, -93.600365)"
208,4616,"719 2ND AVE W
SPENCER 51301
(43.145197, -95.14774)"
238,4075,"919 W 5TH ST
WATERLOO 50701
"
317,4963,"408, 6TH AVE
DURANT 52747
(41.600607, -90.911744)"
407,4381,"2177 M AVE
WILLIAMSBURG 52361
(41.690965, -92.066144)"
419,4964,"101 E 4TH ST
WILTON 52778
(41.58873, -91.016579)"
489,4007,"109 E MAIN ST
OSSIAN 52161
(43.145526, -91.7643)"
523,4340,"3121 GRAND AVE
AMES 50010
(42.053354, -93.620697)"
549,3352,"900 EAST MAIN ST.
MANCHESTER 52057
(42.484073, -91.445037)"
556,4108,"2917 PAYNE
DES MOINES 50310
(41.620075, -93.658277)"
635,3614,"200 OAK GROVE DR
IDA GROVE 51445
(42.349486, -95.472171)"
652,4403,"7229 Universty Ave
Windsor Heights 50311
(41.600367, -93.717276)"
667,4221,"4335 TEXAS ST
WATERLOO 50702
(42.453056, -92.306999)"
692,3797,"211 W 53RD ST
DAVENPORT 52806
(41.574536, -90.576113)"
1069,2537,"215 S 25TH ST
FORT DODGE 50501
(42.503345, -94.163096)"
1169,5049,"1069 230TH ST
WAVERLY 50677
(42.715075, -92.538218)"
1253,4835,"4107 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.02088, -91.665196)"
1360,4181,"1101 RHOMBERG AVE
DUBUQUE 52001
(42.519503, -90.660269)"
1387,4093,"1724 5TH AVE SOUTH
FORT DODGE 50501
(42.501131, -94.173816)"
1663,4099,"68 MONROE PO BOX 249
FLOYD 50435
"
1676,4005,"417 MAIN ST
LANSING 52151
(43.36182, -91.219222)"
1866,4931,"230 WATERLOO RD
HUDSON 50643
(42.408201, -92.452292)"
2031,3962,"618 DURANT ST
HARLAN 51537
(41.656803, -95.318597)"
2074,3791,"111 E HARRISON ST
JEFFERSON 50129
(42.014306, -94.374603)"
2118,2510,"2405 MT VERNON RD SE
CEDAR RAPIDS 52403
(41.976952, -91.632647)"
2234,4036,"315 FLETCHER AVE
WATERLOO 50701
(42.489119, -92.367142)"
2295,2659,"303 E JEFFERSON ST
CORYDON 50060
"
2401,4072,"2604 W LOCUST ST
DAVENPORT 52804
(41.538186, -90.615542)"
2507,4772,"196 S 50TH ST
WEST DES MOINES 50265
(41.570542, -93.770921)"
2533,4574,"413 BROAD ST
WHITTEMORE 50598
(43.06357, -94.42294)"
2609,3994,"72 NORTH HWY 71
ARNOLDS PARK 51331
(43.368931, -95.127445)"
3605,3616,"410 W MAIN ST
LAURENS 50554
(42.846725, -94.853219)"
3606,4875,"307, MAIN ST
CEDAR FALLS 50613
(42.535592, -92.445477)"
3654,4332,"1621 UNIVERSITY AVE
DES MOINES 50314
(41.600477, -93.63996)"
3857,4050,"437 SULLIVAN
WATERLOO 50701
(42.487326, -92.355915)"
4026,2583,"528 S HWY 1
WASHINGTON 52353
(41.295212, -91.707973)"
4220,3798,"2021 AVE E
HAWARDEN 51023
"
4311,2960,"1208 PROSPECT
WEST DES MOINES 50265
(41.58098, -93.719113)"
4533,3915,"106 S 16 ST
SAC CITY 50583
(42.422568, -95.002635)"
4565,2638,"5925 UNIVERSITY AVE STE A
CEDAR FALLS 50613
(42.512766, -92.429371)"
4629,3847,"735 LOGAN AVE
WATERLOO 50703
(42.510453, -92.337744)"
4764,4976,"1203 TRI VIEW AVE
SIOUX CITY 51103
(42.494268, -96.422997)"
5167,3976,"119 NORTH MAIN ST
NORTH ENGLISH 52316
(41.515209, -92.076452)"
5678,3615,"1307 S BROADWAY
EMMETSBURG 50536
"
6589,4951,"4141 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.021302, -91.665352)"
6749,4955,"504 1st ST SW
MASON CITY 50401
(43.15094, -93.20893)"
7025,4465,"714 S EAST ST
POMEROY 50575
(42.542993, -94.678054)"
7598,4928,"1829 6TH AVE
DES MOINES 50314
(41.611018, -93.625814)"
9681,4139,"2121 UNIVERSITY AVE
DES MOINES 50314
"
10042,4865,"412 GARFIELD ST
ROLFE 50581
(42.814369, -94.527889)"
10177,4994,"200 BROADWAY ST
WATERLOO 50703
(42.507702, -92.344737)"
11599,4966,"1100 E 5TH ST
STORM LAKE 50588
(42.644563, -95.186938)"
12816,4936,"2 N EYBERG ST
TREYNOR 51575
(41.232389, -95.613006)"
12973,4946,"306 BYRON AVE
WATERLOO 50702
(42.480288, -92.353141)"
14023,4225,"1701 IOWA AVE
MARSHALLTOWN 50158
(42.00684, -92.88396)"
16218,4977,"2520 GORDON DR
SIOUX CITY 51106
(42.489845, -96.376341)"
18607,3534,"207 S HILLTOP AVE
ALTA VISTA 50603
(43.197271, -92.411865)"
19036,4693,"250 16th AVE SW
CEDAR RAPIDS 52404
(41.961645, -91.667665)"
19121,4784,"2330 WILEY BLVD SW
CEDAR RAPIDS 52404
(41.95613, -91.725833)"
22149,4618,"1581, 1st AVE SE
CEDAR RAPIDS 52403
(41.989568, -91.649703)"
25654,4494,"800 HAMILTON BLVD
SIOUX CITY 51103
(42.504385, -96.417379)"
26026,4029,"204 S MAIN ST
COLESBURG 52035
(42.927309, -91.38678)"
29237,4906,"3221 FIRST AVE SE
CEDAR RAPIDS 52404
(42.010532, -91.63496)"
41249,4101,"301 WATER ST PO BOX 166
CAMBRIDGE 50046
(41.89948, -93.529231)"
41560,4646,"104 4th ST
FAIRBANK 50629
(42.639345, -92.047353)"
43722,4632,"1443 2nd AVE
DES MOINES 50314
(41.605229, -93.619783)"
44074,3003,"820 E. MAIN STREET
LAKE CITY 51449
(42.267363, -94.724867)"
47180,3536,"111 S COMMERCIAL AVE
EAGLE GROVE 50533
(42.663965, -93.904497)"
47299,4095,"200 BROADWAY ST
WATERLOO 50703
(42.507702, -92.344737)"
85682,5016,"3326 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.011822, -91.663862)"
98339,4441,"204 N Main St
Garnavillo 52049
(42.868764, -91.236067)"
110057,4965,"6087 HWY 110 S
STORM LAKE 50588
(42.620494, -95.239661)"
127265,4460,"808 S Main St
Monona 52159
(43.044875, -91.389805)"
138419,4816,"1303 W SHERIDAN AVE
SHENANDOAH 51601
(40.765871, -95.383909)"
140964,4534,"141 W GILLET ST
PRESTON 52069
(42.050339, -90.395668)"
166798,4331,"303 HIGHWAY 150 N
WEST UNION 52175
(42.965028, -91.814401)"
283043,4871,"125 W JEFFERSON AVE
HARPERS FERRY 52146
"
1568970,9014,"5520 190th St.
Holstein 51025
(42.428369, -95.515071)"
2,3929,"515 1/2 BROADWAY ST
WATERLOO 50703
(42.510417, -92.345102)"
11,4187,"109 5TH ST
SIBLEY 51249
(43.403935, -95.759951)"
89,4564,"408 6th AVE
DURANT 52747
(41.600607, -90.911744)"
134,4758,"1100 EAST 5TH ST
STORM LAKE 50588
(42.644563, -95.186938)"
290,3583,"220 EAST JEFFERSON
CORYDON 50060
(40.75718, -93.317443)"
370,3878,"2128 COLLEGE ST
CEDAR FALLS 50613
(42.518018, -92.455801)"
410,4526,"4307 W LOCUST ST
DAVENPORT 52804
(41.538148, -90.637353)"
