,Cost Total
19951,171.12
19952,128.34
19953,60.0
19954,60.0
19955,60.0
19956,60.0
19957,60.0
19958,120.0
19959,120.0
19960,60.0
19961,120.0
19962,60.0
19963,1200.0
19964,600.0
19965,600.0
19966,120.0
19967,60.0
19968,60.0
19969,60.0
19970,60.0
19971,60.0
19972,60.0
19973,180.0
19974,60.0
19975,60.0
19976,60.0
19977,35.46
19978,35.46
19979,35.46
19980,35.46
19981,35.46
19982,29.46
19983,29.46
19984,35.46
19985,58.92
19986,35.46
19987,35.46
19988,35.46
19989,63.12
19990,63.12
19991,63.12
19992,95.52
19993,182.16
19994,191.04
19995,91.08
19996,95.52
19997,91.08
19998,95.52
19999,182.16
20000,95.52
20001,95.52
20002,95.52
20003,95.52
20004,191.04
20005,95.52
20006,86.52
20007,95.52
20008,191.04
20009,191.04
20010,95.52
20011,95.52
20012,91.08
20013,86.52
20014,95.52
20015,86.52
20016,173.04
20017,95.52
20018,182.16
20019,95.52
20020,191.04
20021,86.52
20022,45.480000000000004
20023,90.96000000000001
20024,45.480000000000004
20025,45.480000000000004
20026,45.480000000000004
20027,45.480000000000004
20028,45.480000000000004
20029,45.480000000000004
20030,45.480000000000004
20031,45.480000000000004
20032,45.480000000000004
20033,45.480000000000004
20034,45.480000000000004
20035,90.96000000000001
20036,45.480000000000004
20037,45.480000000000004
20038,45.480000000000004
20039,45.480000000000004
20040,45.480000000000004
20041,45.480000000000004
20042,45.480000000000004
20043,40.68
20044,40.68
20045,40.68
20046,40.68
20047,40.68
20048,40.68
20049,40.68
20050,81.36
20051,40.68
20052,47.64
20053,47.64
20054,47.64
20055,47.64
20056,47.64
20057,47.64
20058,47.64
20059,47.64
20060,47.64
20061,47.64
20062,47.64
20063,47.64
20064,47.64
20065,47.64
20066,47.64
20067,47.64
20068,47.64
20069,47.64
20070,215.64
20071,215.64
20072,215.64
20073,215.64
20074,215.64
20075,215.64
20076,215.64
20077,215.64
20078,215.64
20079,215.64
20080,215.64
20081,70.32000000000001
20082,70.32000000000001
20083,70.32000000000001
20084,70.32000000000001
20085,70.32000000000001
20086,70.32000000000001
20087,76.56
20088,70.56
20089,76.56
20090,70.56
20091,76.56
20092,5.88
20093,113.88
20094,113.88
20095,113.88
20096,113.88
20097,113.88
20098,113.88
20099,113.88
20100,84.0
20101,75.96000000000001
20102,84.0
20103,75.96000000000001
20104,84.0
20105,75.96000000000001
20106,84.0
20107,84.0
20108,75.96000000000001
20109,75.96000000000001
20110,84.0
20111,84.0
20112,44.28
20113,44.28
20114,44.28
20115,44.28
20116,44.28
20117,44.28
20118,44.28
20119,44.28
20120,44.28
20121,44.28
20122,44.28
20123,44.28
20124,44.28
20125,44.28
20126,44.28
20127,44.28
20128,44.28
20129,44.28
20130,44.28
20131,44.28
20132,44.28
20133,44.28
20134,99.0
20135,204.0
20136,198.0
20137,102.0
20138,306.0
20139,306.0
20140,102.0
20141,102.0
20142,204.0
20143,306.0
20144,102.0
20145,99.0
20146,204.0
20147,102.0
20148,204.0
20149,99.0
20150,204.0
20151,102.0
20152,102.0
20153,102.0
20154,102.0
20155,99.0
20156,198.0
20157,297.0
20158,102.0
20159,204.0
20160,99.0
20161,102.0
20162,102.0
20163,99.0
20164,102.0
20165,306.0
20166,102.0
20167,102.0
20168,204.0
20169,99.0
20170,204.0
20171,102.0
20172,102.0
20173,102.0
20174,306.0
20175,102.0
20176,92.28
20177,92.28
20178,92.28
20179,124.56
20180,82.44
20181,41.22
20182,41.22
20183,123.66
20184,41.22
20185,123.66
20186,82.44
20187,41.519999999999996
20188,41.22
20189,41.22
20190,41.22
20191,41.22
20192,164.88
20193,82.44
20194,41.22
20195,41.22
20196,82.44
20197,82.44
20198,83.03999999999999
20199,123.66
20200,82.44
20201,41.22
20202,82.44
20203,82.44
20204,103.92
20205,103.92
20206,207.84
20207,103.92
20208,103.92
20209,207.84
20210,103.92
20211,103.92
20212,103.92
20213,215.28000000000003
20214,103.92
20215,103.92
20216,207.84
20217,103.92
20218,103.92
20219,103.92
20220,103.92
20221,103.92
20222,103.92
20223,103.92
20224,103.92
20225,103.92
20226,430.56000000000006
20227,207.84
20228,103.92
20229,103.92
20230,103.92
20231,103.92
20232,103.92
20233,103.92
20234,103.92
20235,645.84
20236,103.92
20237,207.84
20238,103.92
20239,49.199999999999996
20240,49.199999999999996
20241,49.199999999999996
20242,49.199999999999996
20243,49.199999999999996
20244,49.199999999999996
20245,49.199999999999996
20246,49.199999999999996
20247,92.4
20248,49.199999999999996
20249,49.199999999999996
20250,49.199999999999996
20251,49.199999999999996
20252,46.2
20253,46.2
20254,49.199999999999996
20255,49.199999999999996
20256,49.199999999999996
20257,49.199999999999996
20258,49.199999999999996
20259,49.199999999999996
20260,49.199999999999996
20261,49.199999999999996
20262,46.2
20263,46.2
20264,49.199999999999996
20265,49.199999999999996
20266,46.2
20267,241.20000000000002
20268,120.60000000000001
20269,193.20000000000002
20270,120.60000000000001
20271,120.60000000000001
20272,120.60000000000001
20273,95.52
20274,95.52
20275,65.52
20276,55.56
20277,142.8
20278,142.8
20279,142.8
20280,142.8
20281,142.8
20282,12.0
20283,24.48
20284,24.48
20285,12.0
20286,12.0
20287,12.0
20288,12.0
20289,44.76
20290,44.76
20291,44.76
20292,44.76
20293,44.76
20294,44.76
20295,44.76
20296,44.76
20297,89.52
20298,44.76
20299,44.76
20300,44.76
20301,44.76
20302,44.76
20303,44.76
20304,89.52
20305,89.52
20306,89.52
20307,44.76
20308,89.52
20309,44.76
20310,44.76
20311,44.76
20312,44.76
20313,44.76
20314,44.76
20315,44.76
20316,44.76
20317,44.76
20318,44.76
20319,89.52
20320,44.76
20321,44.76
20322,44.76
20323,44.76
20324,44.76
20325,44.76
20326,44.76
20327,44.76
20328,44.76
20329,101.39999999999999
20330,105.0
20331,101.39999999999999
20332,203.88
20333,105.0
20334,105.0
20335,105.0
20336,98.94
20337,102.0
20338,98.94
20339,105.0
20340,98.94
20341,105.0
20342,105.0
20343,101.94
20344,105.0
20345,210.0
20346,105.0
20347,203.88
20348,105.0
20349,105.0
20350,105.0
20351,105.0
20352,101.94
20353,204.0
20354,105.0
20355,105.0
20356,105.0
20357,102.0
20358,105.0
20359,105.0
20360,105.0
20361,105.0
20362,101.39999999999999
20363,105.0
20364,101.94
20365,40.44
20366,40.44
20367,40.44
20368,40.44
20369,40.44
20370,40.44
20371,40.44
20372,40.44
20373,40.44
20374,82.80000000000001
20375,82.80000000000001
20376,82.80000000000001
20377,82.80000000000001
20378,82.80000000000001
20379,83.64
20380,33.480000000000004
20381,39.72
20382,39.72
20383,39.72
20384,40.44
20385,39.72
20386,39.72
20387,40.44
20388,40.8
20389,39.72
20390,39.72
20391,39.72
20392,39.72
20393,39.72
20394,39.72
20395,39.72
20396,39.72
20397,39.72
20398,95.52
20399,44.400000000000006
20400,44.400000000000006
20401,44.400000000000006
20402,600.0
20403,75.0
20404,75.0
20405,750.0
20406,1500.0
20407,78.0
20408,40.2
20409,40.2
20410,40.2
20411,40.2
20412,40.2
20413,40.2
20414,40.2
20415,40.2
20416,40.2
20417,41.519999999999996
20418,40.2
20419,41.519999999999996
20420,40.2
20421,40.2
20422,41.519999999999996
20423,40.2
20424,40.2
20425,41.519999999999996
20426,40.2
20427,40.2
20428,40.2
20429,40.2
20430,40.2
20431,40.2
20432,40.2
20433,41.519999999999996
20434,40.2
20435,40.2
20436,40.2
20437,8.62
20438,8.62
20439,8.62
20440,8.62
20441,17.24
20442,83.64
20443,95.64
20444,95.64
20445,100.80000000000001
20446,91.80000000000001
20447,74.88
20448,74.88
20449,74.88
20450,74.88
20451,74.88
20452,74.88
20453,74.88
20454,74.88
20455,148.92000000000002
20456,156.0
20457,150.0
20458,76.5
20459,76.5
20460,80.69999999999999
20461,76.5
20462,80.69999999999999
20463,80.69999999999999
20464,80.69999999999999
20465,76.5
20466,76.5
20467,80.69999999999999
20468,80.69999999999999
20469,147.96
20470,159.96
20471,147.96
20472,119.64000000000001
20473,113.28
20474,113.28
20475,113.28
20476,113.28
20477,113.28
20478,101.03999999999999
20479,119.64000000000001
20480,55.92
20481,55.92
20482,55.92
20483,55.92
20484,80.28
20485,80.28
20486,80.28
20487,80.28
20488,80.28
20489,80.28
20490,80.28
20491,80.28
20492,80.28
20493,80.28
20494,80.28
20495,112.32
20496,112.32
20497,112.32
20498,1123.1999999999998
20499,112.32
20500,112.32
20501,112.32
20502,112.32
20503,112.32
20504,1460.1599999999999
20505,112.32
20506,112.32
20507,2246.3999999999996
20508,60.0
20509,60.0
20510,60.0
20511,76.67999999999999
20512,69.0
20513,69.0
20514,76.67999999999999
20515,69.0
20516,41.28
20517,41.28
20518,20.700000000000003
20519,88.92
20520,88.92
20521,88.92
20522,156.0
20523,306.71999999999997
20524,2496.0
20525,153.35999999999999
20526,446.76
20527,156.0
20528,156.0
20529,42.0
20530,6.17
20531,6.17
20532,6.17
20533,42.599999999999994
20534,85.19999999999999
20535,42.599999999999994
20536,42.599999999999994
20537,42.599999999999994
20538,42.599999999999994
20539,42.599999999999994
20540,42.599999999999994
20541,42.599999999999994
20542,85.19999999999999
20543,42.599999999999994
20544,42.599999999999994
20545,42.599999999999994
20546,85.19999999999999
20547,42.599999999999994
20548,42.599999999999994
20549,42.599999999999994
20550,42.599999999999994
20551,150.0
20552,101.88
20553,50.94
20554,50.94
20555,50.94
20556,50.94
20557,50.94
20558,50.94
20559,50.94
20560,50.94
20561,50.94
20562,50.94
20563,50.94
20564,50.94
20565,50.94
20566,50.94
20567,50.94
20568,50.94
20569,50.94
20570,50.94
20571,50.94
20572,50.94
20573,50.94
20574,50.94
20575,50.94
20576,50.94
20577,50.94
20578,50.94
20579,50.94
20580,50.94
20581,50.94
20582,50.94
20583,50.94
20584,50.94
20585,50.94
20586,50.94
20587,48.96
20588,47.64
20589,42.839999999999996
20590,39.839999999999996
20591,39.839999999999996
20592,40.08
20593,42.839999999999996
20594,42.839999999999996
20595,39.839999999999996
20596,39.839999999999996
20597,39.839999999999996
20598,79.67999999999999
20599,81.6
20600,84.0
20601,86.52
20602,95.52
20603,84.24
20604,84.24
20605,84.24
20606,64.56
20607,64.56
20608,64.56
20609,125.88
20610,122.88
20611,122.88
20612,125.88
20613,125.88
20614,122.88
20615,121.32
20616,121.32
20617,125.88
20618,125.88
20619,122.88
20620,125.88
20621,125.88
20622,125.88
20623,125.88
20624,125.88
20625,125.88
20626,125.88
20627,125.88
20628,125.88
20629,203.04000000000002
20630,203.04000000000002
20631,203.04000000000002
20632,197.16
20633,203.04000000000002
20634,197.16
20635,69.24
20636,63.239999999999995
20637,63.239999999999995
20638,69.24
20639,63.239999999999995
20640,63.239999999999995
20641,69.24
20642,63.239999999999995
20643,69.24
20644,69.24
20645,63.239999999999995
20646,63.239999999999995
20647,69.24
20648,63.239999999999995
20649,54.989999999999995
20650,57.989999999999995
20651,119.28
20652,120.0
20653,120.0
20654,119.28
20655,120.0
20656,120.0
20657,114.0
20658,120.0
20659,119.28
20660,119.28
20661,120.0
20662,119.28
20663,113.28
20664,119.28
20665,119.28
20666,13.5
20667,54.0
20668,13.5
20669,62.760000000000005
20670,62.760000000000005
20671,115.92
20672,125.52000000000001
20673,115.92
20674,62.760000000000005
20675,62.760000000000005
20676,62.760000000000005
20677,115.92
20678,57.96
20679,62.760000000000005
20680,57.96
20681,57.96
20682,62.760000000000005
20683,57.96
20684,439.32000000000005
20685,57.96
20686,125.52000000000001
20687,62.760000000000005
20688,115.92
20689,62.760000000000005
20690,62.760000000000005
20691,57.96
20692,57.96
20693,57.96
20694,62.760000000000005
20695,62.760000000000005
20696,62.760000000000005
20697,125.52000000000001
20698,57.96
20699,115.92
20700,57.96
20701,125.52000000000001
20702,62.760000000000005
20703,38.7
20704,42.599999999999994
20705,42.599999999999994
20706,38.7
20707,38.7
20708,38.7
20709,42.599999999999994
20710,38.7
20711,42.599999999999994
20712,42.599999999999994
20713,38.7
20714,38.7
20715,42.599999999999994
20716,38.7
20717,38.7
20718,42.599999999999994
20719,42.599999999999994
20720,42.599999999999994
20721,38.7
20722,38.7
20723,38.7
20724,38.7
20725,42.599999999999994
20726,42.599999999999994
20727,42.599999999999994
20728,42.599999999999994
20729,42.599999999999994
20730,38.7
20731,48.84
20732,48.84
20733,48.84
20734,177.12
20735,188.64000000000001
20736,188.64000000000001
20737,69.30000000000001
20738,138.60000000000002
20739,69.30000000000001
20740,69.30000000000001
20741,69.30000000000001
20742,1386.0
20743,69.30000000000001
20744,69.30000000000001
20745,69.30000000000001
20746,138.60000000000002
20747,138.60000000000002
20748,138.60000000000002
20749,69.30000000000001
20750,69.30000000000001
20751,69.30000000000001
20752,69.30000000000001
20753,277.20000000000005
20754,138.60000000000002
20755,69.30000000000001
20756,69.30000000000001
20757,69.30000000000001
20758,138.60000000000002
20759,69.30000000000001
20760,69.30000000000001
20761,138.60000000000002
20762,69.30000000000001
20763,69.30000000000001
20764,69.30000000000001
20765,69.30000000000001
20766,69.30000000000001
20767,415.8
20768,18.36
20769,18.36
20770,55.44
20771,55.44
20772,264.0
20773,130.68
20774,130.68
20775,130.68
20776,132.0
20777,132.0
20778,132.0
20779,132.0
20780,130.68
20781,132.0
20782,246.0
20783,130.68
20784,130.68
20785,130.68
20786,121.68
20787,132.0
20788,132.0
20789,121.68
20790,123.0
20791,132.0
20792,130.68
20793,121.68
20794,121.68
20795,162.48
20796,156.12
20797,622.8399999999999
20798,1405.08
20799,156.12
20800,162.48
20801,156.12
20802,156.12
20803,312.24
20804,1137.36
20805,1787.28
20806,156.12
20807,11.5
20808,23.0
20809,11.5
20810,11.5
20811,43.5
20812,43.5
20813,43.5
20814,46.2
20815,47.28
20816,47.28
20817,94.56
20818,92.4
20819,47.28
20820,94.56
20821,47.28
20822,46.2
20823,46.2
20824,92.4
20825,46.2
20826,47.28
20827,47.28
20828,47.28
20829,94.56
20830,47.28
20831,47.28
20832,92.4
20833,94.56
20834,47.28
20835,46.2
20836,47.28
20837,46.2
20838,47.28
20839,46.2
20840,47.28
20841,46.2
20842,47.28
20843,94.56
20844,92.4
20845,92.4
20846,94.56
20847,94.56
20848,47.28
20849,47.28
20850,94.56
20851,90.0
20852,82.80000000000001
20853,82.80000000000001
20854,82.80000000000001
20855,90.0
20856,46.2
20857,46.2
20858,49.199999999999996
20859,49.199999999999996
20860,49.199999999999996
20861,49.199999999999996
20862,49.199999999999996
20863,49.199999999999996
20864,49.199999999999996
20865,46.2
20866,46.2
20867,166.56
20868,168.0
20869,168.0
20870,102.72
20871,102.72
20872,102.72
20873,174.0
20874,174.0
20875,174.0
20876,174.0
20877,150.0
20878,126.0
20879,252.0
20880,174.0
20881,87.0
20882,22.5
20883,540.0
20884,95.52
20885,91.08
20886,72.0
20887,72.0
20888,72.0
20889,33.75
20890,33.75
20891,33.75
20892,44.64
20893,135.60000000000002
20894,131.88
20895,135.60000000000002
20896,135.60000000000002
20897,131.88
20898,131.88
20899,135.60000000000002
20900,135.60000000000002
20901,131.88
20902,135.60000000000002
20903,135.60000000000002
20904,135.60000000000002
20905,135.60000000000002
20906,131.88
20907,131.88
20908,131.88
20909,135.60000000000002
20910,271.20000000000005
20911,135.60000000000002
20912,135.60000000000002
20913,131.88
20914,135.60000000000002
20915,135.60000000000002
20916,131.88
20917,43.2
20918,41.519999999999996
20919,41.519999999999996
20920,41.519999999999996
20921,41.519999999999996
20922,41.519999999999996
20923,41.519999999999996
20924,41.519999999999996
20925,41.519999999999996
20926,43.2
20927,43.2
20928,41.519999999999996
20929,41.519999999999996
20930,41.519999999999996
20931,41.519999999999996
20932,41.519999999999996
20933,41.519999999999996
20934,41.519999999999996
20935,41.519999999999996
20936,43.2
20937,41.519999999999996
20938,41.519999999999996
20939,41.519999999999996
20940,115.56
20941,127.56
20942,127.56
20943,107.39999999999999
20944,46.2
20945,46.2
20946,52.199999999999996
20947,52.199999999999996
20948,52.199999999999996
20949,52.199999999999996
20950,52.199999999999996
20951,46.2
20952,46.2
20953,46.2
20954,46.2
20955,46.2
20956,52.199999999999996
20957,36.0
20958,36.0
20959,36.0
20960,168.0
20961,159.96
20962,159.96
20963,159.96
20964,168.0
20965,45.480000000000004
20966,45.480000000000004
20967,45.480000000000004
20968,45.480000000000004
20969,45.480000000000004
20970,45.480000000000004
20971,45.480000000000004
20972,45.480000000000004
20973,45.480000000000004
20974,45.480000000000004
20975,90.96000000000001
20976,90.96000000000001
20977,45.480000000000004
20978,90.96000000000001
20979,90.96000000000001
20980,90.96000000000001
20981,90.96000000000001
20982,45.480000000000004
20983,136.44
20984,45.480000000000004
20985,45.480000000000004
20986,45.480000000000004
20987,45.480000000000004
20988,181.92000000000002
20989,45.480000000000004
20990,45.480000000000004
20991,90.96000000000001
20992,90.96000000000001
20993,45.480000000000004
20994,90.96000000000001
20995,45.480000000000004
20996,45.480000000000004
20997,45.480000000000004
20998,45.480000000000004
20999,45.480000000000004
21000,45.480000000000004
21001,90.96000000000001
21002,45.480000000000004
21003,90.96000000000001
21004,90.96000000000001
21005,87.24
21006,174.48
21007,87.24
21008,87.24
21009,87.24
21010,87.24
21011,87.24
21012,174.48
21013,174.48
21014,87.24
21015,87.24
21016,87.24
21017,70.80000000000001
21018,70.80000000000001
21019,70.80000000000001
21020,70.80000000000001
21021,70.80000000000001
21022,78.6
21023,65.25
21024,92.28
21025,92.28
21026,65.76
21027,65.76
21028,65.76
21029,65.76
21030,65.76
21031,65.76
21032,210.0
21033,210.0
21034,61.32000000000001
21035,61.32000000000001
21036,61.32000000000001
21037,61.32000000000001
21038,61.32000000000001
21039,61.32000000000001
21040,61.32000000000001
21041,61.32000000000001
21042,61.32000000000001
21043,61.32000000000001
21044,61.32000000000001
21045,61.32000000000001
21046,61.32000000000001
21047,61.32000000000001
21048,61.32000000000001
21049,61.32000000000001
21050,61.32000000000001
21051,61.32000000000001
21052,61.32000000000001
21053,61.32000000000001
21054,101.76
21055,101.76
21056,101.76
21057,101.76
21058,38.94
21059,35.94
21060,38.94
21061,38.94
21062,38.94
21063,35.94
21064,35.94
21065,38.94
21066,84.0
21067,83.88
21068,87.0
21069,84.0
21070,84.0
21071,84.0
21072,87.0
21073,80.88
21074,80.88
21075,87.0
21076,81.0
21077,81.0
21078,83.88
21079,87.0
21080,87.0
21081,83.88
21082,87.0
21083,87.0
21084,87.0
21085,83.88
21086,87.0
21087,38.94
21088,35.94
21089,35.94
21090,35.94
21091,38.94
21092,38.94
21093,38.94
21094,38.94
21095,35.94
21096,35.94
21097,35.94
21098,38.94
21099,38.94
21100,35.94
21101,38.94
21102,35.94
21103,38.94
21104,136.56
21105,80.28
21106,80.28
21107,9.48
21108,4.74
21109,4.74
21110,9.48
21111,4.74
21112,4.74
21113,4.74
21114,9.48
21115,4.74
21116,4.74
21117,4.74
21118,4.74
21119,4.74
21120,4.74
21121,41.76
21122,41.76
21123,41.76
21124,41.76
21125,41.76
21126,41.76
21127,41.76
21128,83.52
21129,41.76
21130,41.76
21131,41.76
21132,41.76
21133,41.76
21134,41.76
21135,41.76
21136,41.76
21137,41.76
21138,41.76
21139,41.76
21140,41.76
21141,41.76
21142,41.76
21143,41.76
21144,41.76
21145,41.76
21146,41.76
21147,41.76
21148,65.64
21149,65.64
21150,62.519999999999996
21151,62.519999999999996
21152,0.0
21153,66.12
21154,66.12
21155,66.12
21156,66.12
21157,1190.1599999999999
21158,66.12
21159,66.12
21160,66.12
21161,66.12
21162,157.2
21163,82.02
21164,76.02
21165,88.02
21166,88.02
21167,88.02
21168,88.02
21169,82.02
21170,88.02
21171,88.02
21172,82.02
21173,88.02
21174,82.02
21175,88.02
21176,88.02
21177,88.02
21178,88.02
21179,152.04
21180,88.02
21181,88.02
21182,88.02
21183,25.799999999999997
